snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2025-09-01,field_total,ALL,All linguistics (union),74210,68599,1.0,1.0,0.0,0,3fb46f2158,default
2025-09-01,topic,T10021,EFL/ESL Teaching and Learning,8407,6664,0.11328662,0.09714427,0.01614235,1,3fb46f2158,default
2025-09-01,topic,T10759,Translation Studies and Practices,6433,6388,0.08668643,0.09312089,-0.00643446,2,3fb46f2158,default
2025-09-01,topic,T10265,Multilingual Education and Policy,5286,4349,0.07123029,0.06339743,0.00783287,3,3fb46f2158,default
2025-09-01,topic,T13122,Linguistics and Cultural Studies,5271,4566,0.07102816,0.06656074,0.00446743,4,3fb46f2158,default
2025-09-01,topic,T12373,Linguistic research and analysis,4543,3864,0.06121816,0.05632735,0.00489081,5,3fb46f2158,default
2025-09-01,topic,T12768,Linguistics and language evolution,4496,4575,0.06058483,0.06669193,-0.00610711,6,3fb46f2158,default
2025-09-01,topic,T14006,"Linguistics, Language Diversity, and Identity",3408,3321,0.04592373,0.04841178,-0.00248805,7,3fb46f2158,default
2025-09-01,topic,T14081,Linguistic Education and Pedagogy,3204,2684,0.04317477,0.03912593,0.00404884,8,3fb46f2158,default
2025-09-01,topic,T13538,Linguistics and Language Analysis,2983,3347,0.04019674,0.0487908,-0.00859406,9,3fb46f2158,default
2025-09-01,topic,T10034,"Syntax, Semantics, Linguistic Variation",2815,2450,0.03793289,0.03571481,0.00221809,10,3fb46f2158,default
2025-09-01,topic,T13912,"Language, Linguistics, Cultural Analysis",2709,2306,0.03650451,0.03361565,0.00288886,11,3fb46f2158,default
2025-09-01,topic,T12658,Language and Culture,2638,2528,0.03554777,0.03685185,-0.00130408,12,3fb46f2158,default
2025-09-01,topic,T12341,Spanish Linguistics and Language Studies,2620,2499,0.03530521,0.0364291,-0.00112389,13,3fb46f2158,default
2025-09-01,topic,T10383,"Language, Discourse, Communication Strategies",2486,2473,0.03349953,0.03605009,-0.00255056,14,3fb46f2158,default
2025-09-01,topic,T11640,Linguistic Variation and Morphology,2225,2054,0.02998248,0.02994213,4.035e-05,15,3fb46f2158,default
2025-09-01,topic,T12353,Lexicography and Language Studies,2069,2139,0.02788034,0.03118121,-0.00330087,16,3fb46f2158,default
2025-09-01,topic,T14021,Medieval European Literature and History,1924,1936,0.02592643,0.02822199,-0.00229556,17,3fb46f2158,default
2025-09-01,topic,T13156,Historical Linguistics and Language Studies,1767,1980,0.02381081,0.02886339,-0.00505259,18,3fb46f2158,default
2025-09-01,topic,T13152,French Language Learning Methods,1757,1901,0.02367605,0.02771177,-0.00403572,19,3fb46f2158,default
2025-09-01,topic,T13310,Subtitles and Audiovisual Media,1715,1537,0.02311009,0.02240557,0.00070452,20,3fb46f2158,default
2025-09-01,topic,T12881,linguistics and terminology studies,1709,1547,0.02302924,0.02255135,0.00047789,21,3fb46f2158,default
2025-09-01,topic,T13260,Linguistics and Language Studies,1675,1577,0.02257108,0.02298867,-0.00041759,22,3fb46f2158,default
2025-09-01,topic,T13727,Linguistic and Sociocultural Studies,1036,977,0.01396038,0.01424219,-0.00028181,23,3fb46f2158,default
2025-09-01,topic,T13814,Cultural and political discourse analysis,676,670,0.00910928,0.00976691,-0.00065762,24,3fb46f2158,default
2025-09-01,topic,T14170,Classical Studies and Philology,303,221,0.00408301,0.00322162,0.00086139,25,3fb46f2158,default
2025-09-01,topic,T13606,Umberto Eco and Semiotics,55,46,0.00074114,0.00067056,7.058e-05,26,3fb46f2158,default
