snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2023-09-01,field_total,ALL,All linguistics (union),72810,67145,1.0,1.0,0.0,0,3fb46f2158,default
2023-09-01,topic,T10759,Translation Studies and Practices,6345,5598,0.08714462,0.08337181,0.00377282,1,3fb46f2158,default
2023-09-01,topic,T10021,EFL/ESL Teaching and Learning,5813,5433,0.07983793,0.08091444,-0.0010765,2,3fb46f2158,default
2023-09-01,topic,T12373,Linguistic research and analysis,5004,4367,0.06872682,0.06503835,0.00368847,3,3fb46f2158,default
2023-09-01,topic,T12768,Linguistics and language evolution,4694,4238,0.06446917,0.06311713,0.00135203,4,3fb46f2158,default
2023-09-01,topic,T13122,Linguistics and Cultural Studies,4656,3985,0.06394726,0.05934917,0.00459809,5,3fb46f2158,default
2023-09-01,topic,T13538,Linguistics and Language Analysis,4184,3739,0.05746463,0.05568546,0.00177918,6,3fb46f2158,default
2023-09-01,topic,T10265,Multilingual Education and Policy,4128,4260,0.05669551,0.06344478,-0.00674927,7,3fb46f2158,default
2023-09-01,topic,T14006,"Linguistics, Language Diversity, and Identity",3620,3472,0.04971845,0.05170899,-0.00199054,8,3fb46f2158,default
2023-09-01,topic,T14081,Linguistic Education and Pedagogy,3356,2596,0.04609257,0.0386626,0.00742997,9,3fb46f2158,default
2023-09-01,topic,T12658,Language and Culture,2824,2587,0.03878588,0.03852856,0.00025732,10,3fb46f2158,default
2023-09-01,topic,T12881,linguistics and terminology studies,2759,1605,0.03789315,0.02390349,0.01398965,11,3fb46f2158,default
2023-09-01,topic,T12341,Spanish Linguistics and Language Studies,2700,2674,0.03708282,0.03982426,-0.00274144,12,3fb46f2158,default
2023-09-01,topic,T10383,"Language, Discourse, Communication Strategies",2615,2667,0.0359154,0.03972001,-0.00380461,13,3fb46f2158,default
2023-09-01,topic,T10034,"Syntax, Semantics, Linguistic Variation",2558,2737,0.03513254,0.04076253,-0.00562999,14,3fb46f2158,default
2023-09-01,topic,T12353,Lexicography and Language Studies,2355,2243,0.03234446,0.03340532,-0.00106086,15,3fb46f2158,default
2023-09-01,topic,T13912,"Language, Linguistics, Cultural Analysis",2295,2016,0.0315204,0.03002457,0.00149582,16,3fb46f2158,default
2023-09-01,topic,T11640,Linguistic Variation and Morphology,2175,2047,0.02987227,0.03048626,-0.00061399,17,3fb46f2158,default
2023-09-01,topic,T13156,Historical Linguistics and Language Studies,2173,2162,0.0298448,0.03219897,-0.00235417,18,3fb46f2158,default
2023-09-01,topic,T13152,French Language Learning Methods,1949,2049,0.0267683,0.03051605,-0.00374775,19,3fb46f2158,default
2023-09-01,topic,T14021,Medieval European Literature and History,1913,2338,0.02627386,0.03482017,-0.0085463,20,3fb46f2158,default
2023-09-01,topic,T13260,Linguistics and Language Studies,1469,1377,0.0201758,0.02050786,-0.00033206,21,3fb46f2158,default
2023-09-01,topic,T13310,Subtitles and Audiovisual Media,1335,1123,0.01833539,0.016725,0.0016104,22,3fb46f2158,default
2023-09-01,topic,T13727,Linguistic and Sociocultural Studies,973,890,0.01336355,0.0132549,0.00010865,23,3fb46f2158,default
2023-09-01,topic,T13814,Cultural and political discourse analysis,671,723,0.00921577,0.01076774,-0.00155197,24,3fb46f2158,default
2023-09-01,topic,T14170,Classical Studies and Philology,196,180,0.00269194,0.00268077,1.117e-05,25,3fb46f2158,default
2023-09-01,topic,T13606,Umberto Eco and Semiotics,50,39,0.00068672,0.00058083,0.00010589,26,3fb46f2158,default
