snapshot_date,dimension_type,dimension_id,dimension_label,count_recent,count_prior,share_recent,share_prior,yoy_share_change,rank_recent,taxonomy_version,data_version
2022-03-01,field_total,ALL,All linguistics (union),70248,82695,1.0,1.0,0.0,0,3fb46f2158,default
2022-03-01,topic,T10021,EFL/ESL Teaching and Learning,6043,6635,0.0860238,0.0802346,0.0057892,1,3fb46f2158,default
2022-03-01,topic,T10759,Translation Studies and Practices,5867,6655,0.08351839,0.08047645,0.00304194,2,3fb46f2158,default
2022-03-01,topic,T12373,Linguistic research and analysis,4584,4867,0.06525453,0.05885483,0.0063997,3,3fb46f2158,default
2022-03-01,topic,T12768,Linguistics and language evolution,4399,5095,0.062621,0.06161195,0.00100905,4,3fb46f2158,default
2022-03-01,topic,T10265,Multilingual Education and Policy,4226,4480,0.0601583,0.05417498,0.00598332,5,3fb46f2158,default
2022-03-01,topic,T13122,Linguistics and Cultural Studies,4006,4568,0.05702653,0.05523913,0.0017874,6,3fb46f2158,default
2022-03-01,topic,T13538,Linguistics and Language Analysis,3642,3622,0.05184489,0.0437995,0.00804539,7,3fb46f2158,default
2022-03-01,topic,T14006,"Linguistics, Language Diversity, and Identity",3537,4161,0.05035019,0.05031743,3.276e-05,8,3fb46f2158,default
2022-03-01,topic,T14081,Linguistic Education and Pedagogy,2907,3315,0.04138196,0.04008707,0.00129489,9,3fb46f2158,default
2022-03-01,topic,T12658,Language and Culture,2849,3383,0.04055631,0.04090937,-0.00035305,10,3fb46f2158,default
2022-03-01,topic,T10383,"Language, Discourse, Communication Strategies",2836,3101,0.04037126,0.03749924,0.00287201,11,3fb46f2158,default
2022-03-01,topic,T12341,Spanish Linguistics and Language Studies,2824,3743,0.04020043,0.04526271,-0.00506228,12,3fb46f2158,default
2022-03-01,topic,T10034,"Syntax, Semantics, Linguistic Variation",2813,3550,0.04004384,0.04292883,-0.00288499,13,3fb46f2158,default
2022-03-01,topic,T12353,Lexicography and Language Studies,2519,3398,0.03585867,0.04109076,-0.00523208,14,3fb46f2158,default
2022-03-01,topic,T13152,French Language Learning Methods,2359,2969,0.03358103,0.03590302,-0.00232199,15,3fb46f2158,default
2022-03-01,topic,T14021,Medieval European Literature and History,2256,3294,0.03211479,0.03983312,-0.00771833,16,3fb46f2158,default
2022-03-01,topic,T13156,Historical Linguistics and Language Studies,2122,2618,0.03020727,0.0316585,-0.00145124,17,3fb46f2158,default
2022-03-01,topic,T11640,Linguistic Variation and Morphology,2077,2690,0.02956668,0.03252917,-0.0029625,18,3fb46f2158,default
2022-03-01,topic,T13912,"Language, Linguistics, Cultural Analysis",2057,2840,0.02928197,0.03434307,-0.0050611,19,3fb46f2158,default
2022-03-01,topic,T13260,Linguistics and Language Studies,1574,1727,0.02240633,0.02088397,0.00152236,20,3fb46f2158,default
2022-03-01,topic,T12881,linguistics and terminology studies,1553,1853,0.02210739,0.02240764,-0.00030025,21,3fb46f2158,default
2022-03-01,topic,T13310,Subtitles and Audiovisual Media,1153,1388,0.01641328,0.01678457,-0.00037129,22,3fb46f2158,default
2022-03-01,topic,T13727,Linguistic and Sociocultural Studies,970,1077,0.01380822,0.01302376,0.00078446,23,3fb46f2158,default
2022-03-01,topic,T13814,Cultural and political discourse analysis,853,1309,0.01214269,0.01582925,-0.00368656,24,3fb46f2158,default
2022-03-01,topic,T14170,Classical Studies and Philology,182,260,0.00259082,0.00314408,-0.00055326,25,3fb46f2158,default
2022-03-01,topic,T13606,Umberto Eco and Semiotics,40,97,0.00056941,0.00117299,-0.00060357,26,3fb46f2158,default
